0.343107,-0.153642,-0.048839,0.143372,-0.060852,0.225836,-0.180305,0.082794,0.038314,1.000000
-0.256219,-0.153773,-0.026900,-0.102596,-0.165579,-0.131856,0.034388,0.086198,0.046049,1.000000
0.088738,-0.300137,-0.158693,-0.046198,-0.152756,0.028893,0.110322,-0.050364,0.004853,1.000000
-0.197785,-0.103645,-0.155180,-0.029313,-0.049941,0.078555,-0.071249,-0.063850,0.043392,1.000000
-0.232356,-0.147390,-0.154806,-0.034210,-0.072761,0.049967,0.041629,-0.123863,0.032524,1.000000
-0.139323,0.027640,0.164395,-0.052998,0.125244,-0.107249,0.056158,-0.081343,0.027466,1.000000
-0.012716,-0.062989,0.043377,-0.028817,0.188796,-0.015745,0.051357,0.072067,0.098396,1.000000
0.265145,0.351285,0.075580,-0.158326,0.008613,-0.090388,-0.101845,0.110845,0.069875,1.000000
-0.073305,-0.125006,-0.126746,-0.183131,0.023995,-0.118834,-0.064824,0.039166,0.043458,1.000000
-0.213489,0.380371,0.111373,0.020294,-0.000425,0.045694,-0.011667,-0.031178,0.044452,1.000000
-0.175318,-0.176466,0.064044,0.042156,0.099346,0.094854,0.119210,-0.085161,-0.002604,1.000000
-0.354741,-0.030239,0.156126,0.070162,-0.050479,0.108386,-0.033970,-0.099632,0.058141,1.000000
-0.300239,-0.028211,-0.141933,0.004592,0.120260,0.000608,-0.106343,0.124636,0.052120,1.000000
-0.226821,-0.258268,0.219037,0.008369,-0.133149,-0.015682,0.064248,0.162085,0.015806,1.000000
0.754825,0.000898,0.019431,0.250675,0.022626,-0.261647,-0.081065,-0.025526,-0.117124,1.000000
-0.259233,-0.184490,-0.021749,-0.082490,-0.061593,0.010525,-0.005736,-0.118947,0.013032,1.000000
0.205591,0.042965,-0.117297,0.301624,-0.002257,-0.049966,0.040552,-0.055487,-0.011954,1.000000
-0.147440,-0.034394,-0.089030,0.059680,0.232558,0.196861,-0.040592,0.026640,-0.025090,1.000000
-0.232502,-0.155306,-0.132265,-0.085724,-0.076234,-0.057935,0.066001,0.099334,0.003006,1.000000
-0.335149,0.154335,-0.097307,0.042968,0.051327,0.040366,-0.048592,0.156325,0.065678,1.000000
-0.050947,-0.253564,-0.063293,0.051105,0.041796,0.088910,-0.025178,0.129653,-0.023913,1.000000
-0.312612,-0.092919,-0.041117,0.030100,0.075903,0.010791,-0.067398,-0.024020,0.032944,1.000000
-0.252659,-0.176697,0.175066,0.035366,0.090031,0.081242,-0.064697,-0.104481,0.016177,1.000000
