0.239587,0.078923,0.158799,0.038450,-0.098457,0.034726
0.250435,0.056069,0.135750,-0.002243,-0.126607,0.054235
0.255283,0.070755,0.165447,0.024305,-0.113503,0.050708
0.209366,0.067816,0.159177,0.070662,-0.094635,0.048661
0.239980,0.067244,0.153634,0.035417,-0.101824,0.027708
0.237631,0.089159,0.154648,0.050875,-0.110472,0.035767
0.238000,0.085731,0.153990,0.025887,-0.113697,0.049196
0.244152,0.069244,0.140989,0.013655,-0.113431,0.052856
0.238721,0.067203,0.149448,0.006232,-0.124735,0.066831
0.226698,0.075107,0.152838,0.033140,-0.106790,0.041323
0.213361,0.101040,0.163595,0.030360,-0.105501,0.038298
0.210851,0.086300,0.155118,0.012934,-0.119247,0.052894
0.228028,0.097505,0.162125,0.037775,-0.097008,0.038394
0.221408,0.094921,0.165605,0.041523,-0.112572,0.057634
0.187297,0.113625,0.162510,0.021805,-0.113536,0.043321
0.222042,0.084182,0.153816,0.033395,-0.118609,0.055441
0.300816,0.050950,0.123922,-0.005710,-0.060880,-0.007235
0.243340,0.080827,0.150185,0.015190,-0.085369,0.033571
0.241728,0.072682,0.158280,0.025201,-0.089079,0.054973
0.246932,0.062109,0.132130,0.011631,-0.115740,0.048166
0.275417,0.069137,0.138200,0.039939,-0.084494,0.035422
0.214564,0.093341,0.108311,0.071490,-0.112785,0.040726
0.248392,0.092619,0.147520,0.042011,-0.105330,0.056180
0.242345,0.072003,0.137412,0.012204,-0.122678,0.050090
0.245603,0.072020,0.146070,0.036399,-0.117994,0.053692
0.240669,0.100675,0.170559,0.016512,-0.112278,0.044469
0.259871,0.069490,0.144163,0.015210,-0.105582,0.043475
0.268621,0.062325,0.146466,0.000418,-0.103353,0.031936
0.230328,0.086437,0.149285,0.046420,-0.084552,0.014790
0.230554,0.094317,0.156485,0.037099,-0.115721,0.047591
0.233282,0.080728,0.148952,0.028680,-0.129026,0.049211
0.238031,0.068734,0.128891,0.046361,-0.124095,0.048289
0.206657,0.099711,0.155792,0.037536,-0.115664,0.042637
0.234229,0.073575,0.143822,0.024846,-0.122805,0.052330
0.255092,0.074341,0.135910,0.038202,-0.119293,0.045001
0.237527,0.098118,0.147828,0.059607,-0.078896,0.022200
0.222857,0.115366,0.151745,0.016645,-0.091277,0.030350
0.244751,0.104613,0.148057,0.020069,-0.077140,0.025243
0.247099,0.071482,0.133965,0.038926,-0.103003,0.042900
0.252603,0.079527,0.143439,0.016229,-0.100934,0.043135
0.241932,0.101226,0.147311,0.032347,-0.094391,0.022969
0.241508,0.073311,0.126640,0.031631,-0.118577,0.043957
0.267108,0.080748,0.131219,0.039089,-0.090629,0.022649
0.241027,0.087262,0.166090,0.026576,-0.093096,0.034712
0.217589,0.079910,0.165037,0.025280,-0.112831,0.047089
0.255176,0.097213,0.166958,0.010639,-0.113348,0.006609
0.250080,0.070698,0.153650,0.049633,-0.116078,0.025068
0.226436,0.073974,0.154700,0.026096,-0.106472,0.044902
0.232667,0.102965,0.152800,0.031687,-0.105132,0.032198
0.248384,0.063873,0.144421,0.006941,-0.112657,0.039367
0.237353,0.043208,0.145115,0.016065,-0.093859,0.045091
0.234402,0.080237,0.156433,0.040751,-0.108209,0.042772
0.240183,0.110832,0.157560,0.053209,-0.107789,0.037850
0.235759,0.084964,0.135080,0.038248,-0.107327,0.037540
0.237003,0.091522,0.127678,0.030892,-0.092448,0.011995
0.235463,0.086714,0.140586,0.050698,-0.093255,0.032002
0.246282,0.086007,0.140413,0.038567,-0.119801,0.036556
0.247233,0.096610,0.147100,0.036587,-0.111771,0.025993
0.235241,0.088668,0.152681,0.044045,-0.115519,0.051311
0.247161,0.094872,0.157142,0.033047,-0.106073,0.032087
0.231432,0.129841,0.183356,0.020235,-0.067938,0.021762
0.232126,0.089477,0.151803,0.025025,-0.106922,0.048472
0.246494,0.080162,0.145385,0.025641,-0.114690,0.049753
