840.249194,49.897570,17.571815,-40.026034,25.880679,6.120294,16.259333,46.094501,1.355609,2.669346,2.726191,-24.841130,-3.659096,11.324286,3.112710,-34.853325,1.000000
-149.336024,-19.540537,-25.777875,32.913372,-14.404316,20.134323,-6.849210,-7.997444,11.127810,-2.521809,6.667339,5.104394,-9.445921,-0.665724,-10.761804,-31.897530,1.000000
-149.336024,-19.540537,-25.777875,32.913372,-14.404316,20.134323,-6.849210,-7.997444,11.127810,-2.521809,6.667339,5.104394,-9.445921,-0.665724,-10.761804,-31.897530,1.000000
-1684.873918,126.239717,-0.248085,-35.246183,-20.959392,2.558488,17.704955,-14.008160,-13.289357,-6.326562,7.034804,1.083643,8.401675,12.224983,-1.746017,-25.892441,1.000000
1424.577345,-16.641062,54.832663,86.364330,9.300863,15.979305,25.509207,14.211947,-10.016365,0.053128,9.551079,2.944527,0.486673,12.959635,16.180170,-37.908966,1.000000
-149.336024,-19.540537,-25.777875,32.913372,-14.404316,20.134323,-6.849210,-7.997444,11.127810,-2.521809,6.667339,5.104394,-9.445921,-0.665724,-10.761804,-31.897530,1.000000
277.392494,148.317982,8.044176,-1.956996,10.949682,19.688020,-4.444855,4.813680,-7.568184,-10.246469,-8.494153,-13.838665,-5.513297,6.842265,-1.570530,-32.934994,1.000000
233.837379,114.015455,-40.112226,24.257972,7.492959,-2.826653,-13.174226,-5.879119,-8.758820,14.011393,-7.654205,-5.772965,-0.144163,3.517972,6.829737,-33.353386,1.000000
697.268907,-159.374910,-21.616968,-31.320911,-4.164200,31.690471,-25.018700,-17.374356,10.973865,1.070418,6.030291,2.805894,-5.109855,-16.370563,-2.840680,-35.913887,1.000000
502.313885,-96.952869,1.750048,12.292183,-25.924321,8.935482,14.600439,15.005795,-26.639182,1.801273,-10.671437,-6.883030,19.782450,-13.147207,3.106649,-34.669155,1.000000
-1100.621103,118.024640,11.060414,-34.383924,-8.688210,14.354046,2.593642,-4.206119,0.978777,-16.060359,15.542344,6.254371,-1.911943,-15.176267,-1.060483,-27.924809,1.000000
321.404564,-22.207261,25.804060,45.070782,-3.520997,16.897840,18.125062,-10.082998,-1.058253,14.873544,-10.423499,-4.767892,5.365453,12.828962,-4.696493,-33.553150,1.000000
482.539449,44.530706,76.402302,24.350716,45.602394,15.074705,-9.719317,0.468487,-9.111547,2.531031,-5.276621,7.488410,5.416345,-2.617527,-6.739276,-34.029205,1.000000
142.280648,-121.020821,45.793631,-0.803025,6.067137,-41.701164,-14.736184,19.930790,15.252807,2.312926,2.010995,1.184713,-4.661905,9.609050,-0.328186,-33.300274,1.000000
90.072075,109.196838,39.181131,-111.124506,-2.475145,45.660194,5.696727,38.126439,-40.742576,27.221190,25.326519,4.838416,-10.369562,5.117513,-10.554068,-32.374119,1.000000
-32.275744,-34.537304,12.378607,31.882439,-25.419917,4.859324,17.133991,2.775343,8.880286,20.134535,-10.328349,-4.279166,3.269821,0.803702,9.184056,-32.233227,1.000000
-135.328770,78.535575,-24.849369,5.809092,21.250971,4.120574,-15.396352,-11.743022,3.902021,11.827562,-7.099294,0.213776,4.797425,-2.452704,-2.557075,-31.739218,1.000000
1702.102023,-66.981364,-87.367946,-85.918948,28.138581,-24.355642,44.451543,-24.557194,-3.255857,-17.561634,9.470581,5.175752,-1.871256,6.730256,-5.305602,-40.098873,1.000000
328.068071,-140.542641,-26.907564,-29.898301,-9.125056,42.466696,-36.921838,-4.327141,28.351371,-12.025091,12.290937,0.205394,-0.618844,4.100899,10.823240,-33.966564,1.000000
1024.267478,-131.094019,-10.079630,-18.139937,-27.840068,-1.553943,-41.569235,6.592221,-0.149812,16.522285,-0.602244,-9.289953,3.635054,-9.537147,-1.889212,-36.785801,1.000000
-12.727687,60.942784,-37.022844,6.451221,-34.275198,-18.701167,16.399561,16.502319,10.277759,7.475917,-6.351772,7.884463,-9.664107,-8.758842,-10.654901,-32.335567,1.000000
-1100.621103,118.024640,11.060414,-34.383924,-8.688210,14.354046,2.593642,-4.206119,0.978777,-16.060359,15.542344,6.254371,-1.911943,-15.176267,-1.060483,-27.924809,1.000000
-34.280742,129.382183,-104.756653,-31.724124,-9.721301,-27.673471,-21.102165,17.729965,-8.086100,18.246951,4.067437,-1.520972,6.755264,6.133812,16.746613,-32.685631,1.000000
-974.619684,-105.044379,27.781708,-6.221777,-18.002386,5.162316,12.821680,-3.709080,1.474402,9.844568,-1.916241,-2.064863,-11.794600,-7.723468,-3.243905,-28.544397,2.000000
-0.420036,-78.548128,8.368557,12.842792,-53.877234,-17.939694,9.319395,-7.480321,6.848778,25.078020,-6.456279,-8.740715,3.362462,14.518406,-25.158333,-32.576527,1.000000
-176.548956,-190.530401,40.936777,16.719368,3.987894,-7.607587,0.512658,-10.269694,4.499426,20.707806,2.932559,-4.864403,-6.759317,4.385723,10.344725,-32.211926,1.000000
-438.966755,19.477144,-15.454442,26.615592,7.514645,20.441446,-0.107107,-9.672336,-10.307862,-19.976541,5.503778,5.843380,-2.938029,16.394450,-15.047934,-30.580584,1.000000
-207.115403,-10.076877,-4.096888,34.737373,15.589796,15.849763,-12.381640,-8.158373,-16.361054,-23.841134,11.061013,-11.445662,2.504960,4.697626,7.079292,-31.824980,1.000000
7.359238,-12.577342,66.658822,-9.028496,18.342629,15.432864,8.162895,16.665988,15.657420,-15.712977,-0.489780,-12.990512,-8.439128,-2.217668,0.268581,-32.176281,1.000000
-374.864403,98.932058,-13.357852,-24.697112,15.247555,4.322364,-6.359972,-11.524076,-4.185069,5.089551,-16.729998,-3.878655,2.359480,-0.300102,1.579762,-30.776159,1.000000
128.437152,-57.999318,5.321413,6.774347,-7.879566,-9.129651,-21.454064,7.116910,7.832875,-7.164514,-8.173078,15.425266,-2.767282,10.106314,-4.046056,-33.016033,1.000000
1702.102023,-66.981364,-87.367946,-85.918948,28.138581,-24.355642,44.451543,-24.557194,-3.255857,-17.561634,9.470581,5.175752,-1.871256,6.730256,-5.305602,-40.098873,1.000000
-35.532148,-10.143596,-25.357142,-40.401154,-10.166276,15.394095,21.538967,5.304702,22.222972,-0.684414,4.076798,7.123298,20.327051,2.359221,4.324655,-31.403067,1.000000
-564.090073,21.103973,-4.409198,-54.343117,-16.529170,-11.738221,13.445555,12.778591,16.920251,-7.281137,-15.946575,8.268867,7.375041,3.797473,4.161129,-29.763880,1.000000
1719.437899,-54.910113,-61.043801,-7.724813,-11.673332,-19.330830,-29.560409,26.235883,33.283304,11.089590,7.701921,-12.707836,-4.530676,18.444044,-6.915562,-39.645969,1.000000
