0.269955,-0.212520,-0.057402,-0.220500,0.220442,-0.011077,1.000000
-0.157534,-0.139941,-0.000684,-0.018137,-0.195072,0.096159,1.000000
0.101098,-0.282556,-0.117869,-0.098355,-0.130006,-0.015230,1.000000
-0.142243,-0.085783,-0.101622,-0.082979,-0.042856,0.077864,1.000000
-0.108688,-0.123825,-0.119745,-0.096713,-0.047565,0.058265,1.000000
-0.203534,0.050181,0.066552,0.179620,-0.035062,-0.077231,1.000000
-0.100984,-0.025599,-0.030329,0.193181,0.036992,0.152772,1.000000
0.035774,0.588846,0.044028,0.219364,-0.135695,-0.048106,1.000000
-0.074398,-0.059510,-0.123605,0.103683,-0.193152,-0.041791,1.000000
-0.281814,0.310997,0.108114,0.022044,0.000571,0.149563,1.000000
-0.153078,-0.173368,0.050048,0.057734,0.082407,0.030007,1.000000
-0.291762,-0.018520,0.171496,-0.095004,0.063479,-0.022127,1.000000
-0.207918,-0.024612,-0.119856,0.058608,0.035272,0.077899,1.000000
-0.175868,-0.259132,0.252280,-0.050401,-0.077441,0.030210,1.000000
0.748109,0.002060,0.103195,-0.169292,-0.081087,-0.130094,1.000000
-0.161518,-0.134948,-0.039153,-0.020863,-0.076283,-0.042446,1.000000
0.056061,-0.053047,-0.093932,-0.156231,0.162681,0.007144,1.000000
-0.109538,-0.068276,-0.125850,0.109197,0.279811,0.060174,1.000000
-0.136062,-0.138159,-0.069643,0.009504,-0.134377,0.101513,1.000000
-0.272256,0.095426,-0.058059,0.016445,0.070618,0.118765,1.000000
-0.045243,-0.238191,-0.058590,0.042594,0.161930,0.041798,1.000000
-0.224431,-0.098991,-0.057335,0.035331,0.064047,0.054934,1.000000
-0.221743,-0.132072,0.119010,0.061521,0.096551,-0.045915,1.000000
0.225713,-0.011721,-0.285089,0.042190,0.218194,0.055033,2.000000
-0.330560,0.079516,0.074233,0.046196,0.117180,0.077757,1.000000
0.260662,0.258225,0.033847,0.112458,-0.323321,-0.004947,1.000000
0.537779,-0.045168,-0.052700,0.153450,0.179204,-0.095868,1.000000
-0.238883,-0.085990,0.142545,-0.056359,0.085409,0.006803,1.000000
0.111270,-0.335791,-0.100227,-0.119308,-0.026364,-0.003586,1.000000
0.255883,-0.083365,-0.008966,0.075210,-0.080277,-0.015795,1.000000
-0.250531,-0.115762,0.076965,0.018934,0.081940,0.072512,1.000000
0.089684,-0.217469,-0.038661,0.142000,-0.119977,0.070451,1.000000
0.041633,-0.388597,0.002209,-0.036039,-0.008491,0.081632,1.000000
-0.006278,-0.124857,-0.001867,0.184617,0.059096,-0.058103,1.000000
-0.229996,-0.022695,-0.029095,0.060466,0.141954,0.038514,1.000000
-0.110984,0.009513,0.002164,-0.069611,-0.143210,0.070124,1.000000
-0.104467,-0.125053,-0.013415,0.137198,0.124606,0.072388,1.000000
-0.201779,0.078494,-0.058356,-0.105641,0.042383,0.149330,1.000000
-0.093491,-0.335832,0.217742,-0.056598,0.028880,0.046435,1.000000
-0.101024,-0.026758,-0.058739,-0.084157,-0.041255,0.019816,1.000000
0.644106,0.733057,0.027315,-0.036058,0.006873,0.138829,1.000000
0.227367,-0.002771,0.133845,-0.041531,0.062502,0.101090,1.000000
-0.045357,-0.139147,0.157258,0.038958,-0.208417,0.136701,1.000000
0.217240,-0.165006,-0.246638,-0.119817,-0.017789,0.002781,1.000000
-0.171037,-0.116304,0.066829,0.044082,-0.164869,-0.015640,1.000000
-0.209881,0.195733,-0.095335,0.046170,0.121740,0.118969,1.000000
-0.216925,-0.172116,0.040615,0.063549,0.070701,0.036537,1.000000
0.028319,-0.313250,-0.073178,0.074755,-0.019059,0.008566,1.000000
0.337029,0.768296,-0.098698,0.109989,-0.022100,0.113809,1.000000
-0.230884,0.156014,-0.142451,0.018909,-0.006011,0.088161,1.000000
-0.310025,0.100142,0.020676,0.014367,0.019741,0.094682,1.000000
-0.240083,0.355765,-0.000576,0.045859,-0.111098,0.126862,1.000000
0.556030,0.260347,0.362391,0.191045,0.048884,0.000000,1.000000
-0.149075,-0.149689,-0.019435,-0.050147,-0.070944,0.015575,1.000000
0.054249,-0.222127,-0.166684,-0.046959,-0.097444,0.040296,1.000000
-0.052153,-0.026786,-0.085064,0.108874,0.121537,0.039964,1.000000
-0.153843,-0.199042,-0.006271,-0.041588,0.024839,-0.005508,1.000000
-0.328710,0.239423,0.007040,0.020033,-0.103855,0.101623,1.000000
-0.082306,0.039194,0.096659,0.198161,0.012840,0.094475,1.000000
-0.133741,0.360708,-0.089080,0.063305,0.064146,0.088522,1.000000
0.052866,-0.410281,0.222394,0.027986,0.064347,0.055825,1.000000
-0.046421,0.009556,0.005713,-0.097440,-0.104673,0.147334,1.000000
0.556030,0.260347,0.362391,0.191045,0.048884,0.000000,1.000000
-0.220437,-0.032414,0.542845,-0.122816,0.179123,0.007655,1.000000
-0.323173,0.103068,0.115441,0.010277,0.075946,0.099560,1.000000
-0.141046,0.434869,-0.110303,-0.059741,-0.016035,0.134612,1.000000
-0.227085,0.040667,-0.021161,-0.044382,-0.124622,0.054217,1.000000
-0.320583,0.148726,0.005071,0.006723,0.057897,0.099191,3.000000
-0.092881,-0.114604,-0.149646,0.015200,-0.090287,0.057551,1.000000
0.071476,-0.125107,0.472887,-0.029661,-0.207939,0.001266,1.000000
-0.039889,-0.120391,0.227571,-0.214433,-0.010320,0.014521,1.000000
-0.142928,-0.202263,-0.025394,-0.067699,-0.031868,0.050579,1.000000
0.192815,-0.186017,-0.015667,-0.101643,-0.079514,-0.092753,1.000000
-0.065275,-0.276237,0.048233,0.036140,0.166961,-0.062112,1.000000
0.160682,-0.308116,-0.106793,-0.085451,0.008030,-0.133099,1.000000
0.130731,-0.198715,-0.191468,-0.159619,-0.048871,-0.008991,1.000000
-0.170481,-0.118781,-0.040943,-0.017551,0.017187,-0.038868,1.000000
-0.024872,-0.019660,0.125885,-0.154270,-0.032699,-0.043649,1.000000
-0.161030,-0.063194,0.061485,0.041391,-0.032255,0.067204,1.000000
-0.065299,-0.221552,-0.064486,0.025060,0.004698,0.019310,1.000000
0.194820,-0.077402,-0.122960,0.072076,-0.130350,0.169008,1.000000
-0.124146,-0.152355,-0.041571,-0.001884,0.100143,-0.000714,1.000000
-0.141409,-0.053985,-0.053258,-0.124816,-0.004647,0.087750,1.000000
-0.051434,-0.241048,0.119413,-0.063198,0.091697,0.033981,1.000000
-0.207097,0.204181,0.239337,0.201673,-0.207944,-0.047820,1.000000
-0.082507,-0.241924,0.019583,-0.145827,-0.018163,0.017470,1.000000
-0.071449,-0.162092,0.093392,0.008688,-0.105272,0.114721,1.000000
0.132416,0.770787,-0.055869,-0.088416,-0.175294,0.282195,1.000000
0.105723,0.719560,-0.072800,-0.056280,-0.153149,0.179765,1.000000
0.037969,0.061337,0.138539,-0.112134,-0.119065,0.025355,1.000000
-0.210622,0.256496,0.079001,-0.163853,0.028510,0.024657,1.000000
-0.201253,0.109089,0.169041,-0.140360,0.166846,-0.026469,1.000000
-0.249589,-0.021532,-0.038253,0.043867,0.107833,0.105439,1.000000
-0.162805,0.103076,-0.143711,-0.082434,0.218223,0.010396,1.000000
-0.198789,0.151286,-0.030262,0.071911,0.062041,-0.029554,1.000000
0.556030,0.260347,0.362391,0.191045,0.048884,0.000000,1.000000
-0.090244,-0.003829,-0.062920,-0.029531,0.086272,0.138539,1.000000
-0.120502,-0.240700,0.211126,-0.121605,-0.050068,0.008317,1.000000
-0.264515,-0.025942,0.049233,-0.015071,0.154683,0.076246,1.000000
-0.249327,0.009488,-0.079811,0.051720,0.013050,0.067038,1.000000
-0.193163,0.014648,-0.085357,0.106985,0.017882,0.162940,1.000000
-0.188675,0.242893,-0.054119,-0.073610,-0.075900,0.148309,1.000000
0.800214,-0.241558,-0.166460,-0.089222,0.177184,-0.059613,1.000000
1.135635,-0.091442,-0.072773,-0.131601,0.071000,-0.061196,1.000000
0.796795,-0.217380,-0.201417,0.016544,0.226658,-0.085522,1.000000
-0.159758,-0.205683,0.042377,0.089205,0.182713,0.038638,1.000000
-0.119447,-0.120072,-0.146363,0.039126,0.117598,0.023348,1.000000
-0.203558,-0.087463,-0.082835,0.123513,0.144331,0.033540,1.000000
-0.187881,-0.176462,0.071907,-0.025448,0.070641,0.046690,1.000000
-0.070730,0.267089,-0.070116,0.075027,0.107836,0.110962,1.000000
-0.248733,-0.107691,0.053177,0.036354,-0.045755,0.034613,1.000000
-0.104845,0.010230,-0.209013,0.260060,0.124625,0.126217,1.000000
-0.281106,0.068922,0.000943,-0.036443,-0.000972,-0.000940,1.000000
-0.310388,0.082176,0.057255,0.004740,0.078195,0.124691,1.000000
-0.307931,0.078893,0.171763,-0.088430,0.017749,0.066062,1.000000
-0.125028,0.047489,-0.092489,-0.098036,-0.122711,0.199391,1.000000
0.359770,-0.225589,0.131032,-0.134581,-0.329173,-0.027014,1.000000
-0.199642,0.126324,-0.088309,0.112614,0.153818,0.043482,1.000000
-0.065860,-0.116686,0.006124,-0.094041,-0.038453,-0.036392,1.000000
-0.138191,-0.236814,-0.059755,0.117317,0.026393,-0.072789,1.000000
-0.024191,-0.093420,-0.136810,-0.130809,-0.171252,0.116531,1.000000
-0.130991,-0.020359,-0.160041,0.022527,-0.165679,0.099959,1.000000
-0.124277,0.036350,0.284335,0.003575,-0.005653,0.018554,1.000000
0.066416,-0.235731,-0.117399,-0.029305,-0.065346,0.088261,1.000000
0.116315,-0.282291,0.044227,-0.215698,-0.167789,-0.017990,1.000000
0.347453,-0.379607,0.022434,-0.122024,-0.219486,0.008356,1.000000
-0.250220,-0.067317,0.067411,0.105369,0.049291,0.075299,1.000000
-0.245964,0.079031,-0.103434,0.150445,0.130587,0.048360,1.000000
0.417420,-0.027078,-0.155299,-0.239972,0.412425,-0.163690,1.000000
0.249686,-0.144183,-0.106127,0.055309,-0.134696,0.012347,1.000000
-0.196639,-0.099112,-0.008472,-0.066852,0.040541,0.044917,1.000000
-0.054079,-0.129812,-0.167603,-0.053645,-0.118083,0.076054,1.000000
-0.066176,0.110643,-0.170398,-0.112217,0.061803,0.071012,1.000000
0.134276,0.382813,-0.098207,-0.132063,-0.146353,0.205377,1.000000
-0.112261,0.065166,0.004562,-0.078784,0.144259,0.131528,1.000000
0.265369,-0.235664,0.124976,0.089919,0.088008,0.038254,1.000000
0.100626,-0.238793,-0.092279,-0.147238,-0.085377,-0.160663,1.000000
-0.170066,-0.135909,-0.113124,0.058084,0.047285,0.071629,1.000000
-0.127255,-0.155294,-0.025285,-0.173922,0.084853,-0.012330,1.000000
-0.216832,0.108665,0.036065,0.026044,-0.008230,0.068998,1.000000
-0.130495,-0.017261,-0.000053,-0.014905,0.093929,0.118480,1.000000
-0.259400,-0.107223,0.140852,-0.060306,0.041950,0.012550,1.000000
-0.200849,-0.136470,0.014555,0.155374,0.160281,-0.018537,1.000000
-0.271417,-0.089576,0.083699,-0.012705,0.095192,0.026863,1.000000
-0.112806,-0.169512,-0.104071,-0.091094,0.039577,0.004210,1.000000
-0.035213,-0.093957,-0.086231,0.331454,0.295935,-0.005361,1.000000
0.225523,0.135563,-0.179487,0.338616,0.181176,0.079239,1.000000
0.022083,-0.227131,-0.117577,-0.004116,0.034933,0.030957,1.000000
-0.282800,0.288605,-0.002969,0.023290,-0.028147,0.061147,1.000000
-0.152452,-0.230975,0.015901,-0.077731,0.126663,-0.016689,1.000000
0.040205,0.162187,-0.027260,0.054806,-0.068507,0.095708,1.000000
0.065887,0.572107,-0.000918,-0.252929,0.121878,0.100427,1.000000
-0.047915,0.184511,-0.133049,-0.078723,-0.268898,0.130610,1.000000
-0.145519,-0.104460,-0.068859,-0.001429,0.076368,0.014357,1.000000
-0.248899,0.283927,-0.070084,-0.026105,0.083188,0.062329,1.000000
-0.021047,-0.251359,0.058242,-0.060314,0.071874,0.044295,1.000000
-0.191250,-0.118161,0.065631,-0.108633,-0.097857,0.077016,1.000000
0.173855,-0.218780,-0.014001,-0.020143,-0.121998,-0.004623,1.000000
0.303267,-0.137318,-0.063952,-0.050229,-0.225846,0.024314,1.000000
-0.048779,-0.216867,0.056927,0.036718,0.174341,0.087455,1.000000
-0.093686,-0.188691,0.100347,0.074035,-0.063085,0.102897,1.000000
-0.268650,0.353488,-0.056343,0.062638,0.038967,0.229820,1.000000
0.040864,-0.191089,-0.139036,-0.135466,-0.060846,0.010025,1.000000
-0.034062,-0.031566,-0.149834,-0.144539,-0.042329,0.058096,1.000000
0.061255,-0.280749,-0.060154,-0.053951,-0.081377,0.045617,1.000000
-0.161209,-0.206587,-0.084760,0.035123,-0.008392,0.056084,1.000000
-0.262330,0.165284,-0.112695,0.032275,-0.050155,0.055574,1.000000
-0.166842,-0.068477,-0.007936,-0.003663,0.006661,-0.025015,1.000000
-0.193801,-0.189789,-0.015143,0.014472,-0.037925,0.020730,1.000000
-0.184432,0.072558,-0.068798,0.155661,0.019398,0.082001,1.000000
0.457920,0.024425,-0.287882,-0.253090,0.102521,0.096581,1.000000
-0.085396,0.428695,-0.058697,-0.104973,0.039676,0.233680,1.000000
0.098187,-0.213495,0.123566,0.045632,-0.299590,0.008537,1.000000
0.307900,-0.150296,0.356574,0.015393,-0.087823,-0.038429,1.000000
0.050655,-0.133340,0.404848,-0.127173,-0.244636,0.068879,1.000000
-0.180985,-0.089060,0.142494,0.000307,0.070447,0.031833,1.000000
0.243761,-0.004759,0.466280,-0.117083,-0.200239,0.170480,1.000000
-0.074340,0.302231,-0.118794,0.166330,0.084788,0.130254,1.000000
-0.280093,0.062254,0.006855,0.087432,-0.156224,0.102645,1.000000
-0.198435,-0.019621,0.155544,-0.037518,0.165618,0.021205,1.000000
0.097103,-0.423540,-0.050798,0.075611,-0.051096,-0.050471,1.000000
0.169877,-0.040486,0.098423,-0.189425,-0.056052,0.127576,1.000000
0.556030,0.260347,0.362391,0.191045,0.048884,0.000000,1.000000
-0.246550,0.378607,-0.107621,0.063241,-0.079576,0.203520,1.000000
0.154235,-0.088764,-0.045841,0.420964,0.277147,0.197035,1.000000
-0.073171,-0.243168,-0.083238,0.090460,0.117533,-0.081937,1.000000
0.064486,-0.011354,-0.131158,-0.049027,-0.140212,-0.022576,1.000000
-0.097857,-0.205790,-0.035397,-0.034556,-0.087547,0.013044,1.000000
-0.094987,-0.263903,0.102592,-0.016737,-0.171289,0.039946,1.000000
-0.138508,-0.324758,0.127060,0.024731,-0.001045,-0.042368,1.000000
-0.071308,-0.292234,-0.047221,-0.027660,0.057010,0.101994,1.000000
-0.097679,0.002883,-0.091880,0.094592,0.050379,0.114190,1.000000
-0.085396,0.428695,-0.058697,-0.104973,0.039676,0.233680,1.000000
0.591525,0.264480,0.171832,0.072843,-0.265021,-0.008374,1.000000
-0.175096,-0.130926,-0.093920,0.174836,0.103428,0.028826,1.000000
-0.085396,0.428695,-0.058697,-0.104973,0.039676,0.233680,1.000000
0.145018,-0.271757,-0.154447,0.243438,-0.005435,0.108316,1.000000
-0.151368,-0.022822,0.089665,-0.036788,0.274411,0.020293,1.000000
-0.085396,0.428695,-0.058697,-0.104973,0.039676,0.233680,1.000000
-0.201910,0.073371,0.229428,-0.077306,0.057930,0.069715,1.000000
-0.044426,-0.285857,-0.073147,-0.026340,-0.075321,0.060486,1.000000
-0.081852,0.142395,-0.028814,-0.056857,-0.229917,0.025340,1.000000
-0.103331,-0.190133,-0.084773,-0.022357,0.015721,0.032906,1.000000
-0.206986,-0.097160,-0.089848,0.054939,0.002070,0.041712,1.000000
-0.184668,-0.075448,-0.069567,0.139083,0.000931,0.041009,1.000000
