0.288667,0.111246,-0.252741,0.032789,-0.109241,0.013611,-0.061125,0.082911,0.067413,1.000000
-0.119509,-0.141570,-0.091033,-0.148261,0.008589,-0.137888,-0.163623,-0.149128,0.076438,1.000000
0.333790,-0.037203,-0.274345,0.085669,-0.041151,0.068971,0.006846,-0.046281,-0.008933,1.000000
-0.082621,-0.107909,-0.208829,0.061908,-0.125459,-0.020932,0.007742,0.106602,-0.019757,1.000000
-0.117479,-0.116390,-0.202944,0.093038,-0.076054,-0.003287,0.034453,0.128918,0.013604,1.000000
-0.051202,-0.100163,0.208132,-0.005307,0.009916,0.086553,0.017005,-0.004043,-0.032529,1.000000
0.113389,-0.240742,-0.062412,-0.054698,0.134374,-0.028175,0.075486,-0.037154,0.008796,1.000000
-0.081265,0.431214,-0.021524,-0.117600,-0.007567,0.023062,-0.037777,-0.087833,0.007374,1.000000
-0.051059,-0.048499,-0.173353,-0.098104,0.125134,-0.122353,0.022399,0.181487,0.007782,1.000000
-0.349762,0.138848,0.111966,-0.113363,0.060193,0.158075,0.071278,0.041369,-0.035288,1.000000
0.016731,-0.173596,0.003108,-0.045900,-0.067383,0.037682,0.202462,-0.085277,-0.137739,1.000000
-0.276245,-0.161948,0.070680,0.104726,-0.111531,0.108946,0.108857,0.062645,-0.051984,1.000000
-0.230716,-0.220448,-0.120581,-0.018354,-0.114165,-0.184066,-0.020422,0.101225,0.013845,1.000000
0.048280,-0.296069,0.109183,-0.053482,-0.081809,-0.053261,-0.082515,-0.205572,0.036287,1.000000
0.474167,0.276914,-0.132166,0.179916,0.225352,0.091070,-0.050929,0.194559,0.073466,1.000000
-0.075092,-0.207344,-0.054354,-0.044643,-0.037420,0.263121,0.055445,0.009572,-0.007970,1.000000
-0.039001,0.094613,-0.103838,0.171504,0.070540,0.109281,0.031782,-0.018780,0.014888,1.000000
-0.095874,-0.200749,0.054624,0.115720,-0.083455,0.015728,0.228211,0.122261,-0.074227,1.000000
-0.107103,-0.200281,-0.196429,-0.105423,-0.035887,-0.139161,0.042037,-0.050061,0.051473,1.000000
-0.361030,0.045227,-0.059198,0.118712,-0.078249,-0.100660,-0.068947,-0.045017,-0.071438,1.000000
0.134199,-0.163544,-0.135434,0.028493,-0.119261,-0.081039,0.016376,-0.002238,-0.038627,1.000000
-0.181908,-0.191097,-0.061683,0.046266,-0.029271,-0.150679,-0.027924,0.087358,-0.005348,1.000000
-0.056070,-0.240629,0.002738,-0.087242,-0.116272,0.198192,0.065469,0.020182,-0.085870,1.000000
0.119482,0.164849,-0.157805,0.162444,0.013188,-0.011774,0.026511,-0.074020,0.051188,2.000000
-0.381980,-0.076589,0.092876,0.057406,0.065750,-0.139748,-0.009978,-0.093233,-0.071680,1.000000
0.135112,0.121398,0.134439,-0.032428,0.066493,0.040601,0.041812,0.115334,0.029513,1.000000
0.417492,-0.157689,-0.143012,0.073295,-0.070912,-0.001286,0.069375,0.177358,0.006196,1.000000
-0.145592,-0.161926,-0.002309,0.067136,-0.252445,0.134649,-0.138963,0.026548,-0.049031,1.000000
0.292333,-0.219970,-0.165028,0.073294,-0.016608,0.040964,0.096566,-0.074888,0.032194,1.000000
0.209075,0.060250,-0.010823,-0.182746,-0.131437,-0.051582,0.133446,0.188735,-0.014077,1.000000
-0.182922,-0.235724,0.068332,0.038101,0.032927,-0.054286,0.005308,0.109083,-0.015942,1.000000
0.163237,-0.162295,0.012712,-0.100275,-0.025547,-0.234939,0.037567,0.215105,0.092015,1.000000
0.190187,-0.275308,-0.197495,-0.020207,-0.122192,-0.108715,-0.043694,-0.030971,-0.026708,1.000000
0.066116,-0.044532,-0.048908,-0.107264,0.021179,0.087830,0.026181,-0.014644,-0.027575,1.000000
-0.264213,-0.122625,-0.050045,0.007189,-0.114681,-0.095023,-0.019584,0.136716,-0.078046,1.000000
0.027104,-0.029449,0.062698,0.022353,-0.040027,-0.016962,0.011338,0.101260,-0.096934,1.000000
0.013073,-0.190685,0.048859,-0.006691,-0.121144,-0.103615,0.025631,0.143938,-0.079376,1.000000
-0.233662,-0.003468,-0.091050,-0.085634,0.000045,0.036918,0.125427,0.058566,-0.071192,1.000000
0.098479,-0.291681,0.083695,-0.087522,0.016678,0.057514,0.052891,-0.149957,-0.030193,1.000000
-0.069179,-0.115774,-0.032264,0.004414,0.004317,-0.014382,-0.096125,0.087660,-0.016348,1.000000
0.208418,0.561621,0.014090,-0.226138,-0.050102,0.051939,0.105429,0.045719,0.002403,1.000000
0.230186,0.278762,-0.016363,-0.164690,-0.187278,-0.056202,-0.067008,-0.056661,-0.033442,1.000000
0.129186,-0.101268,0.058573,0.010120,-0.043720,-0.068337,-0.197799,-0.056824,-0.018091,1.000000
0.220314,-0.103878,-0.194202,0.128261,-0.146836,-0.024009,0.053111,0.030474,-0.067725,1.000000
0.009166,-0.208735,0.062598,-0.019948,0.049855,0.041787,-0.184447,0.056094,0.012213,1.000000
-0.231622,0.138645,0.030511,-0.055620,0.027408,0.000547,0.204198,0.049700,0.022472,1.000000
-0.097813,-0.413110,0.018070,-0.007567,-0.135266,0.039003,0.024789,0.101376,-0.030610,1.000000
0.213995,-0.254936,0.014190,-0.064450,-0.285090,-0.247075,0.134328,0.285698,0.027727,1.000000
0.049638,0.461211,0.055062,-0.225781,0.046327,0.030412,0.127108,-0.085082,-0.019694,1.000000
-0.266102,0.013854,0.011090,0.034680,-0.012600,0.011147,-0.029983,-0.002707,-0.026522,1.000000
-0.370591,-0.078979,0.022040,0.086196,0.002262,-0.009170,-0.087598,0.082624,-0.046033,1.000000
-0.171499,0.162057,0.262448,0.016899,0.119086,-0.018773,-0.263819,0.050007,0.000156,1.000000
0.325429,0.061606,0.448594,-0.023699,0.018696,-0.082696,0.040718,0.077647,0.000000,1.000000
-0.105811,-0.178870,-0.158140,0.024877,-0.116859,0.036358,0.063765,0.145472,-0.004599,1.000000
0.189328,0.112861,-0.348863,-0.101465,-0.127238,-0.166228,-0.051077,0.148142,0.080963,1.000000
-0.098705,-0.034382,-0.020458,-0.118294,-0.090805,0.031091,0.095627,0.050545,0.054741,1.000000
-0.043443,-0.289380,-0.104183,-0.016857,-0.021209,0.069071,0.039194,0.106130,-0.013498,1.000000
-0.440581,0.100063,0.087267,0.051721,0.169645,-0.106388,0.005733,0.075476,-0.001971,1.000000
