12.800682,0.474771,1.430712,0.128267,0.347893,-0.738636,0.655035,-0.774848,-0.364933,-0.120048,1.000000
11.209983,0.466317,0.735650,-0.180291,0.052091,-0.789861,-0.351000,-0.320638,-0.382442,-0.133560,1.000000
11.209983,0.466317,0.735650,-0.180291,0.052091,-0.789861,-0.351000,-0.320638,-0.382442,-0.133560,1.000000
13.270569,1.222185,1.203663,0.430231,-0.261482,0.065126,0.896854,-1.170782,-0.846817,-0.188001,1.000000
-5.552832,12.118311,-0.444745,0.802550,-1.199261,0.367016,1.017683,-0.216953,0.318662,-1.226158,1.000000
11.209983,0.466317,0.735650,-0.180291,0.052091,-0.789861,-0.351000,-0.320638,-0.382442,-0.133560,1.000000
11.167959,0.378745,0.380498,-0.009286,-0.117442,-0.350535,-0.278791,0.074437,-0.384282,-0.133021,1.000000
11.941391,1.451964,1.066813,0.078776,-0.172842,-0.261918,-0.196842,-0.597678,-0.711468,-0.192976,1.000000
-2.723362,-4.976666,2.070808,-5.282706,0.577725,2.339784,-0.782237,1.101228,1.725971,0.409145,1.000000
-5.948305,12.505730,1.087861,-1.162223,0.161078,-0.626811,0.891559,-1.722495,0.076325,-1.110661,1.000000
11.515708,-0.019351,0.686168,-0.233283,0.020139,-0.979117,-0.130690,-0.327360,-0.341480,-0.099674,1.000000
-6.317397,2.897730,4.575218,2.033901,1.606581,-0.563112,-0.513120,-0.832484,-1.796415,-0.056851,1.000000
-0.490102,1.394108,-6.661463,0.556500,0.280540,1.725864,-3.659540,2.532459,1.331238,-0.653752,1.000000
-3.905399,-4.675303,-2.731695,3.457014,-0.989446,1.467885,4.833213,0.014143,1.417672,-0.064240,1.000000
1.519769,6.579674,-7.649051,4.842569,1.495571,6.171783,-2.507211,3.697431,0.207880,-1.290274,1.000000
-5.855507,3.230324,3.456272,3.529070,3.036196,-0.746244,-3.908901,-1.379231,0.978679,-0.265926,1.000000
12.353942,0.299206,0.580339,0.152767,0.123124,-0.991208,0.401469,-0.566406,-0.385280,-0.147310,1.000000
-3.077815,-2.155290,7.804498,-7.035037,-3.895107,5.675727,-0.193545,2.659963,-3.987076,0.324293,1.000000
-2.280066,-5.358188,0.937449,-5.620134,0.601863,2.677358,-0.261220,0.403461,2.088568,0.396122,1.000000
-5.837266,-5.013617,0.870452,-1.439385,7.693475,-0.681497,1.169256,-0.624819,1.404318,0.019362,1.000000
-6.378944,-2.493717,-3.150135,-1.912964,0.643875,-0.531616,0.399601,-1.571076,-2.866287,0.024274,1.000000
11.515708,-0.019351,0.686168,-0.233283,0.020139,-0.979117,-0.130690,-0.327360,-0.341480,-0.099674,1.000000
12.731292,0.203229,1.323876,0.245795,0.355020,-0.580077,0.784781,-0.674620,0.170045,-0.135133,1.000000
-1.547486,-6.200152,3.102924,4.017695,-1.414275,1.217498,-0.910920,-2.322810,3.736955,0.235341,2.000000
-6.368568,-1.077067,3.888164,3.656771,6.534102,-1.035502,-4.762405,-0.849660,-1.461555,0.215177,1.000000
-2.653158,-4.784322,4.220124,4.589115,-3.480950,-0.195835,-0.080452,-1.301553,4.877981,-0.141809,1.000000
11.852925,1.235441,0.107147,0.640008,0.214550,0.156257,-0.125414,-0.054773,-0.696181,-0.209409,1.000000
-4.764479,13.023693,-0.858962,1.639133,-2.408304,0.810001,0.192895,0.645846,1.024132,-1.331773,1.000000
-5.247541,-1.259387,-3.429716,-0.708303,-0.770114,-1.631127,0.042410,-3.020060,-2.173542,-0.141608,1.000000
12.032546,0.458316,0.066487,0.254647,1.156490,-0.186702,0.497924,0.224531,-0.192148,-0.133569,1.000000
-6.337722,-4.796044,-0.150312,2.708434,4.145484,1.167820,1.823797,-2.204284,-2.959109,0.338916,1.000000
7.857686,-0.039203,4.274757,-3.230128,0.255070,2.955913,1.055412,0.737765,0.520248,0.074366,1.000000
-5.851708,-4.068414,-4.085333,-0.236358,4.112947,-0.708513,-2.083955,-3.700787,-5.243589,0.293669,1.000000
-6.111051,-2.690559,-4.429335,-1.916481,2.390031,1.674337,1.352103,-1.248157,-2.296243,0.087333,1.000000
-4.241909,-3.973098,-3.115802,-4.472908,2.286458,3.066277,-1.016110,-1.349508,1.168353,0.108031,1.000000
-1.237434,-2.019995,4.590980,3.298340,-4.453212,3.765642,-1.649778,-4.323472,1.825771,-0.357873,1.000000
-3.456282,-4.360319,-0.184293,2.620364,-4.015258,-1.150006,-1.336452,-0.408535,0.371518,0.098932,1.000000
-5.948305,12.505730,1.087861,-1.162223,0.161078,-0.626811,0.891559,-1.722495,0.076325,-1.110661,1.000000
-4.227946,-5.152013,-3.640520,-1.512669,3.355730,-2.616855,-2.023127,2.578363,0.228124,0.119548,1.000000
9.519601,-0.933369,-0.035276,-0.484771,0.327368,-0.315933,-0.401187,1.165061,0.083405,-0.025393,1.000000
-5.808092,11.512698,0.311166,-1.123317,0.263513,-1.779060,0.966875,-0.816407,0.037956,-1.047784,1.000000
-2.535080,0.020301,-3.773830,-2.993671,-1.957195,0.129927,-1.620986,-2.274154,1.306235,-0.481644,1.000000
-2.372241,-4.969434,-0.685667,5.288633,-4.658401,2.477328,2.342803,-3.358640,-0.114905,0.062281,1.000000
-1.237434,-2.019995,4.590980,3.298340,-4.453212,3.765642,-1.649778,-4.323472,1.825771,-0.357873,1.000000
-6.337722,-4.796044,-0.150312,2.708434,4.145484,1.167820,1.823797,-2.204284,-2.959109,0.338916,1.000000
-3.525772,-2.861591,0.959550,-5.859750,1.990135,0.526025,-0.082119,0.458079,2.279411,0.074104,1.000000
-2.699591,-0.288786,7.896015,-6.526704,-3.850823,5.865969,0.340422,2.027772,-4.228838,0.179972,1.000000
-3.844614,-5.837247,1.119451,3.604474,-2.742145,-1.045385,-2.041613,0.762209,0.211222,0.476721,1.000000
-5.808092,11.512698,0.311166,-1.123317,0.263513,-1.779060,0.966875,-0.816407,0.037956,-1.047784,1.000000
-4.321633,-2.824510,3.838877,-2.563960,0.346077,0.245101,-2.722788,1.195523,-1.835940,0.493523,1.000000
-4.489837,-0.764565,-2.823770,-2.183273,-0.507884,-3.955605,1.050225,0.704361,1.691887,-0.195441,1.000000
-5.612786,-1.156870,-0.241378,-0.890165,-1.223904,-5.448967,1.509651,4.730496,1.664129,0.094423,1.000000
7.864867,4.732686,-3.751191,3.009284,2.011392,4.363278,-1.973940,2.991338,-0.779280,-0.708893,1.000000
-6.839692,-3.094014,6.657623,5.126533,-2.263575,-0.445859,0.097621,2.661137,0.630799,0.292623,1.000000
8.064264,-0.061109,0.364107,-1.561924,1.153700,1.718250,0.818427,1.172702,2.253923,-0.172892,1.000000
10.076644,-1.272307,-0.144229,-0.907897,0.220760,-1.119787,0.013772,0.402346,-0.049212,-0.025676,1.000000
-6.202845,3.687941,3.596495,6.119386,7.675891,0.383754,-4.513656,-1.666806,0.470551,-0.212589,1.000000
-6.368568,-1.077067,3.888164,3.656771,6.534102,-1.035502,-4.762405,-0.849660,-1.461555,0.215177,1.000000
-3.210406,-4.557203,-3.346199,-0.989316,-3.814577,-3.281907,2.861802,0.442975,-0.454432,0.070064,1.000000
-5.948305,12.505730,1.087861,-1.162223,0.161078,-0.626811,0.891559,-1.722495,0.076325,-1.110661,1.000000
-2.077544,-5.860694,-0.466532,-5.103567,2.562230,2.823796,0.492148,-0.125319,2.092438,0.591018,1.000000
-4.764479,13.023693,-0.858962,1.639133,-2.408304,0.810001,0.192895,0.645846,1.024132,-1.331773,1.000000
12.007714,1.511711,-0.020718,0.511466,-0.063570,-0.166462,-0.016878,-0.076687,-0.374445,-0.259990,1.000000
-1.284029,-7.330607,3.904833,3.962504,-3.244287,1.481869,0.681955,0.202889,4.659378,0.126475,1.000000
-4.489837,-0.764565,-2.823770,-2.183273,-0.507884,-3.955605,1.050225,0.704361,1.691887,-0.195441,1.000000
-2.564485,-4.934439,-2.573224,-0.412576,-2.195932,-1.599457,-1.031243,-0.357147,1.430749,0.054682,1.000000
7.857686,-0.039203,4.274757,-3.230128,0.255070,2.955913,1.055412,0.737765,0.520248,0.074366,1.000000
-6.368568,-1.077067,3.888164,3.656771,6.534102,-1.035502,-4.762405,-0.849660,-1.461555,0.215177,3.000000
-6.368568,-1.077067,3.888164,3.656771,6.534102,-1.035502,-4.762405,-0.849660,-1.461555,0.215177,1.000000
11.593582,0.576554,0.813551,-0.112190,0.385283,-0.359241,-0.126634,-0.271662,-0.548280,-0.117987,1.000000
-2.280066,-5.358188,0.937449,-5.620134,0.601863,2.677358,-0.261220,0.403461,2.088568,0.396122,1.000000
11.659182,0.621380,0.679534,-0.300573,0.032875,-0.698750,-0.005594,-0.397112,-0.560840,-0.149262,1.000000
-2.535080,0.020301,-3.773830,-2.993671,-1.957195,0.129927,-1.620986,-2.274154,1.306235,-0.481644,1.000000
-5.156982,-5.009624,-4.048110,-1.217117,1.854686,0.200741,-1.106209,-1.810215,-2.220772,0.317969,1.000000
-4.281273,-5.655413,-6.391611,-2.278619,0.076757,2.138815,0.942419,-2.538137,-3.645002,0.331248,1.000000
-2.535080,0.020301,-3.773830,-2.993671,-1.957195,0.129927,-1.620986,-2.274154,1.306235,-0.481644,1.000000
12.466253,-0.121708,0.771172,-0.105037,1.401302,-1.299908,1.513130,0.201048,0.509266,-0.132822,1.000000
-2.338658,-7.780581,3.974612,2.063698,0.371810,2.702613,2.543201,-0.563137,4.748150,0.236072,1.000000
11.515708,-0.019351,0.686168,-0.233283,0.020139,-0.979117,-0.130690,-0.327360,-0.341480,-0.099674,1.000000
-2.280066,-5.358188,0.937449,-5.620134,0.601863,2.677358,-0.261220,0.403461,2.088568,0.396122,1.000000
-2.535080,0.020301,-3.773830,-2.993671,-1.957195,0.129927,-1.620986,-2.274154,1.306235,-0.481644,1.000000
11.515708,-0.019351,0.686168,-0.233283,0.020139,-0.979117,-0.130690,-0.327360,-0.341480,-0.099674,1.000000
11.515708,-0.019351,0.686168,-0.233283,0.020139,-0.979117,-0.130690,-0.327360,-0.341480,-0.099674,1.000000
-2.535080,0.020301,-3.773830,-2.993671,-1.957195,0.129927,-1.620986,-2.274154,1.306235,-0.481644,1.000000
12.450005,-0.237785,1.283731,-0.091629,0.643785,-1.235050,0.747161,-0.478536,0.106199,-0.093431,1.000000
-2.558994,-3.785302,-3.091223,-2.375078,-2.687195,-3.497650,-0.655213,3.557730,1.175140,0.013355,1.000000
-4.842135,-3.233665,-3.373452,0.506285,-0.575657,0.727949,1.412366,-1.465618,-0.225100,-0.045032,1.000000
-5.948305,12.505730,1.087861,-1.162223,0.161078,-0.626811,0.891559,-1.722495,0.076325,-1.110661,1.000000
-4.373060,12.650101,2.459526,-0.875637,0.110186,-0.480447,-0.470450,-0.687136,1.164962,-0.987665,1.000000
9.494373,2.501910,-5.420031,4.604460,3.235807,6.311942,0.476006,5.205691,-1.012408,-0.617112,1.000000
-2.535080,0.020301,-3.773830,-2.993671,-1.957195,0.129927,-1.620986,-2.274154,1.306235,-0.481644,1.000000
-2.535080,0.020301,-3.773830,-2.993671,-1.957195,0.129927,-1.620986,-2.274154,1.306235,-0.481644,1.000000
12.466253,-0.121708,0.771172,-0.105037,1.401302,-1.299908,1.513130,0.201048,0.509266,-0.132822,1.000000
12.466253,-0.121708,0.771172,-0.105037,1.401302,-1.299908,1.513130,0.201048,0.509266,-0.132822,1.000000
-5.120410,-1.695547,1.399294,-0.086602,0.043687,-2.279202,-3.442655,-0.516601,-0.520144,0.084292,1.000000
12.007714,1.511711,-0.020718,0.511466,-0.063570,-0.166462,-0.016878,-0.076687,-0.374445,-0.259990,1.000000
9.490145,0.403241,-0.387643,-1.262294,-0.540859,-0.783000,-0.055800,-0.576419,-0.074252,-0.263284,1.000000
12.217523,-0.666069,0.753145,-0.432690,0.312613,-1.566795,0.759379,-0.475902,0.029636,-0.094592,1.000000
12.217523,-0.666069,0.753145,-0.432690,0.312613,-1.566795,0.759379,-0.475902,0.029636,-0.094592,1.000000
